YEAR,STATE,STATE_CODE,FUEL_SOURCE,FUEL_CODE,GENERATION_MWH,TOTAL_MWH,PCT_OF_TOTAL,ENERGY_TYPE
2011,Tennessee,TN,Natural Gas,NG,3259.35881,80601.23136,4.04,Fossil
2012,Tennessee,TN,Natural Gas,NG,8075.15951,76965.39036,10.49,Fossil
2013,Tennessee,TN,Natural Gas,NG,5016.69826,78519.53334,6.39,Fossil
2014,Tennessee,TN,Natural Gas,NG,6199.61781,78736.52334,7.87,Fossil
2015,Tennessee,TN,Natural Gas,NG,9323.73042,74585.72189,12.5,Fossil
2016,Tennessee,TN,Natural Gas,NG,11318.51475,78970.04773,14.33,Fossil
2017,Tennessee,TN,Natural Gas,NG,10268.36115,78639.59847,13.06,Fossil
2018,Tennessee,TN,Natural Gas,NG,13398.70334,81054.30141,16.53,Fossil
2019,Tennessee,TN,Natural Gas,NG,16955.1531,81874.09116,20.71,Fossil
2020,Tennessee,TN,Natural Gas,NG,15668.11964,80429.09115000001,19.48,Fossil
2021,Tennessee,TN,Natural Gas,NG,13986.00577,78825.1048,17.74,Fossil
2022,Tennessee,TN,Natural Gas,NG,16520.81238,77943.1521,21.2,Fossil
2023,Tennessee,TN,Natural Gas,NG,15029.97376,77790.38508000001,19.32,Fossil
2024,Tennessee,TN,Natural Gas,NG,16483.40481,76144.68694,21.65,Fossil
2025,Tennessee,TN,Natural Gas,NG,17549.73567,74605.07779,23.52,Fossil
2001,Tennessee,TN,Nuclear,NUC,28576.431,95726.991,29.85,Clean
2002,Tennessee,TN,Nuclear,NUC,27573.925,95738.78199999999,28.8,Clean
2003,Tennessee,TN,Nuclear,NUC,24152.58,91711.278,26.34,Clean
2004,Tennessee,TN,Nuclear,NUC,28612.271,97389.63913,29.38,Clean
2005,Tennessee,TN,Nuclear,NUC,27803.108,96713.22692,28.75,Clean
2006,Tennessee,TN,Nuclear,NUC,24678.777,93657.77923,26.35,Clean
2007,Tennessee,TN,Nuclear,NUC,28700.371,94662.56524,30.32,Clean
2008,Tennessee,TN,Nuclear,NUC,27029.617,90263.19659,29.95,Clean
2009,Tennessee,TN,Nuclear,NUC,26962.001,79280.28202,34.01,Clean
2010,Tennessee,TN,Nuclear,NUC,27739.221,81903.62807,33.87,Clean
2011,Tennessee,TN,Nuclear,NUC,26919.177,80601.23136,33.4,Clean
2012,Tennessee,TN,Nuclear,NUC,25102.101,76965.39036,32.61,Clean
2013,Tennessee,TN,Nuclear,NUC,28493.814,78519.53334,36.29,Clean
2014,Tennessee,TN,Nuclear,NUC,27670.006,78736.52334,35.14,Clean
2015,Tennessee,TN,Nuclear,NUC,24960.472,74585.72189,33.47,Clean
2016,Tennessee,TN,Nuclear,NUC,29578.086,78970.04773,37.45,Clean
2017,Tennessee,TN,Nuclear,NUC,31817.502,78639.59847,40.46,Clean
2018,Tennessee,TN,Nuclear,NUC,36176.382,81054.30141,44.63,Clean
2019,Tennessee,TN,Nuclear,NUC,35720.405,81874.09116,43.63,Clean
2020,Tennessee,TN,Nuclear,NUC,36688.195,80429.09115000001,45.62,Clean
2021,Tennessee,TN,Nuclear,NUC,35330.407,78825.1048,44.82,Clean
2022,Tennessee,TN,Nuclear,NUC,35635.4,77943.1521,45.72,Clean
2023,Tennessee,TN,Nuclear,NUC,37937.437,77790.38508000001,48.77,Clean
2024,Tennessee,TN,Nuclear,NUC,32185.96,76144.68694,42.27,Clean
2025,Tennessee,TN,Nuclear,NUC,29333.225,74605.07779,39.32,Clean
2001,Tennessee,TN,Hydroelectric,HYC,6946.529,95726.991,7.26,Clean
2002,Tennessee,TN,Hydroelectric,HYC,7973.662,95738.78199999999,8.33,Clean
2003,Tennessee,TN,Hydroelectric,HYC,12003.646,91711.278,13.09,Clean
2004,Tennessee,TN,Hydroelectric,HYC,10408.112,97389.63913,10.69,Clean
2005,Tennessee,TN,Hydroelectric,HYC,9309.541,96713.22692,9.63,Clean
2006,Tennessee,TN,Hydroelectric,HYC,7748.65,93657.77923,8.27,Clean
2007,Tennessee,TN,Hydroelectric,HYC,4939.601,94662.56524,5.22,Clean
2008,Tennessee,TN,Hydroelectric,HYC,5646.073,90263.19659,6.26,Clean
2009,Tennessee,TN,Hydroelectric,HYC,10211.962,79280.28202,12.88,Clean
2010,Tennessee,TN,Hydroelectric,HYC,8137.795,81903.62807,9.94,Clean
2011,Tennessee,TN,Hydroelectric,HYC,9575.639,80601.23136,11.88,Clean
2012,Tennessee,TN,Hydroelectric,HYC,8295.66,76965.39036,10.78,Clean
2013,Tennessee,TN,Hydroelectric,HYC,12443.283,78519.53334,15.85,Clean
2014,Tennessee,TN,Hydroelectric,HYC,8900.65,78736.52334,11.3,Clean
2015,Tennessee,TN,Hydroelectric,HYC,9581.24,74585.72189,12.85,Clean
2016,Tennessee,TN,Hydroelectric,HYC,6774.061,78970.04773,8.58,Clean
2017,Tennessee,TN,Hydroelectric,HYC,8691.134,78639.59847,11.05,Clean
2018,Tennessee,TN,Hydroelectric,HYC,10292.725,81054.30141,12.7,Clean
2019,Tennessee,TN,Hydroelectric,HYC,10129.824,81874.09116,12.37,Clean
2020,Tennessee,TN,Hydroelectric,HYC,13452.392,80429.09115000001,16.73,Clean
2021,Tennessee,TN,Hydroelectric,HYC,10871.48,78825.1048,13.79,Clean
2022,Tennessee,TN,Hydroelectric,HYC,9198.077,77943.1521,11.8,Clean
2023,Tennessee,TN,Hydroelectric,HYC,8041.52,77790.38508000001,10.34,Clean
2024,Tennessee,TN,Hydroelectric,HYC,8911.409,76144.68694,11.7,Clean
2025,Tennessee,TN,Hydroelectric,HYC,8367.43698,74605.07779,11.22,Clean
2002,Tennessee,TN,Wind,WND,4.068,95738.78199999999,0.0,Clean
2003,Tennessee,TN,Wind,WND,3.933,91711.278,0.0,Clean
2004,Tennessee,TN,Wind,WND,3.813,97389.63913,0.0,Clean
2005,Tennessee,TN,Wind,WND,3.339,96713.22692,0.0,Clean
2006,Tennessee,TN,Wind,WND,54.598,93657.77923,0.06,Clean
2007,Tennessee,TN,Wind,WND,49.937,94662.56524,0.05,Clean
2008,Tennessee,TN,Wind,WND,50.117,90263.19659,0.06,Clean
2009,Tennessee,TN,Wind,WND,51.747,79280.28202,0.07,Clean
2010,Tennessee,TN,Wind,WND,40.57,81903.62807,0.05,Clean
2011,Tennessee,TN,Wind,WND,53.143,80601.23136,0.07,Clean
2012,Tennessee,TN,Wind,WND,47.492,76965.39036,0.06,Clean
2013,Tennessee,TN,Wind,WND,46.745,78519.53334,0.06,Clean
2014,Tennessee,TN,Wind,WND,51.14,78736.52334,0.06,Clean
2015,Tennessee,TN,Wind,WND,45.841,74585.72189,0.06,Clean
2016,Tennessee,TN,Wind,WND,37.747,78970.04773,0.05,Clean
2017,Tennessee,TN,Wind,WND,43.327,78639.59847,0.06,Clean
2018,Tennessee,TN,Wind,WND,41.009,81054.30141,0.05,Clean
2019,Tennessee,TN,Wind,WND,37.976,81874.09116,0.05,Clean
2020,Tennessee,TN,Wind,WND,39.185,80429.09115000001,0.05,Clean
2021,Tennessee,TN,Wind,WND,28.186,78825.1048,0.04,Clean
2022,Tennessee,TN,Wind,WND,14.865,77943.1521,0.02,Clean
2023,Tennessee,TN,Wind,WND,16.213,77790.38508000001,0.02,Clean
2024,Tennessee,TN,Wind,WND,13.186,76144.68694,0.02,Clean
2025,Tennessee,TN,Wind,WND,0.0,74605.07779,0.0,Clean
2012,Tennessee,TN,Solar,SUN,12.18323,76965.39036,0.02,Clean
2013,Tennessee,TN,Solar,SUN,20.394,78519.53334,0.03,Clean
2014,Tennessee,TN,Solar,SUN,27.481,78736.52334,0.03,Clean
2015,Tennessee,TN,Solar,SUN,76.147,74585.72189,0.1,Clean
2016,Tennessee,TN,Solar,SUN,78.617,78970.04773,0.1,Clean
2017,Tennessee,TN,Solar,SUN,92.342,78639.59847,0.12,Clean
2018,Tennessee,TN,Solar,SUN,167.594,81054.30141,0.21,Clean
2019,Tennessee,TN,Solar,SUN,326.32408,81874.09116,0.4,Clean
2020,Tennessee,TN,Solar,SUN,324.6522,80429.09115000001,0.4,Clean
2021,Tennessee,TN,Solar,SUN,338.576,78825.1048,0.43,Clean
2022,Tennessee,TN,Solar,SUN,676.977,77943.1521,0.87,Clean
2023,Tennessee,TN,Solar,SUN,961.486,77790.38508000001,1.24,Clean
2024,Tennessee,TN,Solar,SUN,1104.334,76144.68694,1.45,Clean
2025,Tennessee,TN,Solar,SUN,1309.64746,74605.07779,1.76,Clean
2001,Tennessee,TN,Other,OOG,18.496,95726.991,0.02,Other
2002,Tennessee,TN,Other,OOG,11.873,95738.78199999999,0.01,Other
2003,Tennessee,TN,Other,OOG,2.834,91711.278,0.0,Other
2004,Tennessee,TN,Other,OOG,13.32484,97389.63913,0.01,Other
2005,Tennessee,TN,Other,OOG,14.59805,96713.22692,0.02,Other
2006,Tennessee,TN,Other,OOG,13.63483,93657.77923,0.01,Other
2007,Tennessee,TN,Other,OOG,13.48802,94662.56524,0.01,Other
2008,Tennessee,TN,Other,OOG,12.03025,90263.19659,0.01,Other
2009,Tennessee,TN,Other,OOG,12.01033,79280.28202,0.02,Other
2010,Tennessee,TN,Other,OOG,13.46233,81903.62807,0.02,Other
2011,Tennessee,TN,Other,OOG,16.68929,80601.23136,0.02,Other
2012,Tennessee,TN,Other,OOG,13.48552,76965.39036,0.02,Other
2013,Tennessee,TN,Other,OOG,12.76826,78519.53334,0.02,Other
2014,Tennessee,TN,Other,OOG,13.04655,78736.52334,0.02,Other
2015,Tennessee,TN,Other,OOG,11.96013,74585.72189,0.02,Other
2016,Tennessee,TN,Other,OOG,15.38841,78970.04773,0.02,Other
2017,Tennessee,TN,Other,OOG,11.64828,78639.59847,0.01,Other
2018,Tennessee,TN,Other,OOG,11.17503,81054.30141,0.01,Other
2019,Tennessee,TN,Other,OOG,12.24051,81874.09116,0.01,Other
2020,Tennessee,TN,Other,OOG,11.27487,80429.09115000001,0.01,Other
2021,Tennessee,TN,Other,OOG,10.65366,78825.1048,0.01,Other
2022,Tennessee,TN,Other,OOG,11.48095,77943.1521,0.01,Other
2023,Tennessee,TN,Other,OOG,10.84663,77790.38508000001,0.01,Other
2024,Tennessee,TN,Other,OOG,11.52514,76144.68694,0.02,Other
2025,Tennessee,TN,Other,OOG,10.28772,74605.07779,0.01,Other
